date,neg,neu,pos,compound
2014-11-26,0.053,0.813,0.134,0.9908
2014-11-25,0.105,0.768,0.127,0.8628
2014-11-24,0.067,0.779,0.154,0.9923
2014-11-23,0.17,0.726,0.104,-0.9935
2014-11-22,0.044,0.761,0.196,0.9972
2014-11-21,0.058,0.744,0.198,0.9967
2014-11-20,0.059,0.797,0.144,0.9919
2014-11-19,0.023,0.839,0.138,0.9946
2014-11-18,0.04,0.828,0.132,0.9925
2014-11-17,0.06,0.852,0.088,0.9033
2014-11-16,0.09,0.8,0.11,0.9062
2014-11-15,0.067,0.797,0.136,0.9857
2014-11-14,0.065,0.824,0.112,0.9713
2014-11-13,0.043,0.845,0.112,0.9865
2014-11-12,0.019,0.789,0.192,0.9979
2014-11-11,0.055,0.799,0.146,0.9928
2014-11-10,0.109,0.755,0.136,0.8591
2014-11-09,0.063,0.768,0.169,0.9964
2014-11-08,0.054,0.839,0.107,0.9836
2014-11-07,0.061,0.808,0.131,0.9885
2014-11-06,0.117,0.812,0.071,-0.9753
2014-11-05,0.084,0.803,0.114,0.9403
2014-11-04,0.041,0.832,0.127,0.9889
2014-11-03,0.038,0.884,0.078,0.9652
2014-11-02,0.038,0.817,0.145,0.9956
2014-11-01,0.051,0.782,0.167,0.997
2014-10-31,0.072,0.766,0.162,0.9926
2014-10-30,0.056,0.821,0.123,0.9879
2014-10-29,0.015,0.863,0.122,0.9934
2014-10-28,0.069,0.815,0.116,0.969
2014-10-27,0.033,0.836,0.131,0.993
2014-10-26,0.05,0.806,0.143,0.995
2014-10-25,0.047,0.781,0.172,0.9972
2014-10-24,0.04,0.78,0.18,0.9973
2014-10-23,0.062,0.803,0.135,0.9888
2014-10-22,0.061,0.804,0.135,0.9904
2014-10-21,0.025,0.866,0.109,0.9908
2014-10-20,0.078,0.869,0.053,-0.9169
2014-10-19,0.086,0.789,0.125,0.9524
2014-10-18,0.017,0.87,0.113,0.9921
2014-10-17,0.076,0.82,0.104,0.932
2014-10-16,0.061,0.825,0.114,0.9783
2014-10-15,0.084,0.821,0.094,0.7061
2014-10-14,0.048,0.851,0.101,0.9705
2014-10-13,0.045,0.801,0.154,0.994
2014-10-12,0.098,0.782,0.12,0.9176
2014-10-11,0.088,0.763,0.149,0.9875
2014-10-10,0.064,0.799,0.137,0.9851
2014-10-09,0.08,0.796,0.125,0.9628
2014-10-08,0.036,0.847,0.117,0.9893
2014-10-07,0.077,0.817,0.106,0.9403
2014-10-06,0.072,0.785,0.144,0.9879
2014-10-05,0.067,0.778,0.156,0.9937
2014-10-04,0.115,0.782,0.103,-0.8629
2014-10-03,0.044,0.807,0.149,0.9949
2014-10-02,0.037,0.837,0.126,0.991
2014-10-01,0.094,0.798,0.108,0.6698
2014-09-30,0.065,0.808,0.128,0.9803
2014-09-29,0.032,0.862,0.106,0.9864
2014-09-28,0.044,0.826,0.129,0.9924
2014-09-27,0.061,0.791,0.148,0.9913
2014-09-26,0.047,0.867,0.086,0.9371
2014-09-25,0.038,0.798,0.165,0.9965
2014-09-24,0.021,0.819,0.16,0.9966
2014-09-23,0.053,0.813,0.134,0.9933
2014-09-22,0.073,0.809,0.118,0.9661
2014-09-21,0.076,0.761,0.163,0.9938
2014-09-20,0.066,0.85,0.083,0.8591
2014-09-19,0.069,0.782,0.149,0.9896
2014-09-18,0.064,0.831,0.105,0.9669
2014-09-17,0.03,0.844,0.126,0.9938
2014-09-16,0.044,0.82,0.135,0.9922
2014-09-15,0.048,0.776,0.177,0.9971
2014-09-14,0.085,0.79,0.126,0.98
2014-09-13,0.03,0.818,0.152,0.9963
2014-09-12,0.044,0.847,0.109,0.9881
2014-09-11,0.046,0.856,0.098,0.9771
2014-09-10,0.03,0.856,0.113,0.9917
2014-09-09,0.117,0.783,0.1,-0.7463
2014-09-08,0.045,0.841,0.114,0.9831
2014-09-07,0.06,0.792,0.148,0.9949
2014-09-06,0.047,0.789,0.164,0.9963
2014-09-05,0.047,0.765,0.188,0.9954
2014-09-04,0.004,0.731,0.265,0.9993
2014-09-03,0.045,0.782,0.174,0.9976
2014-09-02,0.076,0.773,0.15,0.9879
2014-09-01,0.073,0.828,0.098,0.7814
2014-08-31,0.028,0.826,0.145,0.9953
2014-08-30,0.09,0.782,0.128,0.9529
2014-08-29,0.053,0.821,0.126,0.9889
2014-08-28,0.057,0.83,0.113,0.9806
2014-08-27,0.048,0.82,0.132,0.9913
2014-08-26,0.045,0.818,0.137,0.9924
2014-08-25,0.061,0.81,0.129,0.9852
2014-08-24,0.028,0.784,0.188,0.9972
2014-08-23,0.048,0.818,0.134,0.9907
2014-08-22,0.064,0.867,0.068,0.25
2014-08-21,0.088,0.808,0.104,0.7003
2014-08-20,0.069,0.836,0.095,0.9031
2014-08-19,0.087,0.803,0.11,0.7693
2014-08-18,0.096,0.797,0.107,0.6908
2014-08-17,0.069,0.809,0.122,0.9805
2014-08-16,0.045,0.771,0.184,0.9968
2014-08-15,0.032,0.834,0.133,0.9894
2014-08-14,0.044,0.87,0.086,0.9689
2014-08-13,0.042,0.839,0.119,0.9882
2014-08-12,0.06,0.751,0.189,0.9963
2014-08-11,0.062,0.827,0.11,0.9729
2014-08-10,0.064,0.833,0.103,0.9403
2014-08-09,0.06,0.867,0.073,0.7003
2014-08-08,0.046,0.811,0.143,0.9931
2014-08-07,0.034,0.832,0.134,0.9931
2014-08-06,0.046,0.832,0.122,0.9892
2014-08-05,0.081,0.798,0.12,0.9565
2014-08-04,0.024,0.833,0.144,0.9951
2014-08-03,0.058,0.758,0.183,0.9953
2014-08-02,0.011,0.851,0.138,0.9954
2014-08-01,0.052,0.835,0.113,0.9726
2014-07-31,0.044,0.858,0.097,0.969
2014-07-30,0.048,0.78,0.172,0.9954
2014-07-29,0.051,0.804,0.145,0.9935
2014-07-28,0.055,0.815,0.13,0.9882
2014-07-27,0.051,0.817,0.131,0.99
2014-07-26,0.054,0.778,0.169,0.9958
2014-07-25,0.06,0.766,0.174,0.9962
2014-07-24,0.083,0.777,0.14,0.98
2014-07-23,0.028,0.855,0.117,0.9916
2014-07-22,0.052,0.809,0.14,0.9928
2014-07-21,0.059,0.78,0.161,0.9927
2014-07-20,0.05,0.798,0.153,0.9918
2014-07-19,0.03,0.849,0.122,0.9913
2014-07-18,0.028,0.796,0.176,0.996
2014-07-17,0.055,0.818,0.127,0.9843
2014-07-16,0.04,0.807,0.153,0.9945
2014-07-15,0.054,0.838,0.108,0.9834
2014-07-14,0.052,0.809,0.14,0.991
2014-07-13,0.066,0.794,0.141,0.9908
2014-07-12,0.053,0.817,0.13,0.9911
2014-07-11,0.034,0.85,0.116,0.9908
2014-07-10,0.036,0.892,0.072,0.9499
2014-07-09,0.076,0.792,0.132,0.9812
2014-07-08,0.066,0.83,0.105,0.9451
2014-07-07,0.046,0.836,0.118,0.9836
2014-07-06,0.064,0.773,0.164,0.9954
2014-07-05,0.065,0.83,0.106,0.959
2014-07-04,0.079,0.807,0.114,0.9163
2014-07-03,0.06,0.833,0.106,0.9716
2014-07-02,0.03,0.767,0.203,0.9983
2014-07-01,0.073,0.751,0.176,0.9941
2014-06-30,0.036,0.794,0.171,0.9949
2014-06-29,0.017,0.807,0.176,0.9969
2014-06-28,0.046,0.833,0.121,0.9896
2014-06-27,0.024,0.847,0.129,0.9943
2014-06-26,0.034,0.84,0.126,0.9922
2014-06-25,0.053,0.816,0.131,0.9921
2014-06-24,0.031,0.842,0.127,0.994
2014-06-23,0.025,0.779,0.197,0.9979
2014-06-22,0.06,0.798,0.142,0.993
2014-06-21,0.053,0.854,0.094,0.9524
2014-06-20,0.073,0.794,0.133,0.9874
2014-06-19,0.087,0.818,0.095,0.2263
2014-06-18,0.045,0.818,0.137,0.9941
2014-06-17,0.074,0.815,0.111,0.9531
2014-06-16,0.05,0.797,0.154,0.9938
2014-06-15,0.032,0.855,0.113,0.9884
2014-06-14,0.04,0.853,0.107,0.9851
2014-06-13,0.047,0.854,0.099,0.9719
2014-06-12,0.027,0.82,0.153,0.9956
2014-06-11,0.028,0.807,0.165,0.9962
2014-06-10,0.071,0.808,0.122,0.9678
2014-06-09,0.071,0.78,0.149,0.9914
2014-06-08,0.048,0.798,0.155,0.9947
2014-06-07,0.04,0.815,0.145,0.9951
2014-06-06,0.039,0.852,0.109,0.9839
2014-06-05,0.061,0.875,0.064,-0.3612
2014-06-04,0.043,0.84,0.117,0.989
2014-06-03,0.062,0.766,0.173,0.995
2014-06-02,0.083,0.783,0.134,0.9761
2014-06-01,0.032,0.839,0.128,0.994
2014-05-31,0.042,0.795,0.163,0.9959
2014-05-30,0.055,0.812,0.133,0.9903
2014-05-29,0.051,0.792,0.157,0.9938
2014-05-28,0.03,0.844,0.126,0.9943
2014-05-27,0.036,0.839,0.124,0.9941
2014-05-26,0.064,0.793,0.143,0.9919
2014-05-25,0.042,0.786,0.172,0.9968
2014-05-24,0.059,0.835,0.106,0.9674
2014-05-23,0.056,0.799,0.145,0.9921
2014-05-22,0.068,0.789,0.143,0.988
2014-05-21,0.068,0.801,0.131,0.9838
2014-05-20,0.068,0.773,0.159,0.9934
2014-05-19,0.044,0.836,0.12,0.9907
2014-05-18,0.066,0.784,0.149,0.9945
2014-05-17,0.114,0.773,0.113,0.0258
2014-05-16,0.078,0.8,0.122,0.9747
2014-05-15,0.026,0.852,0.123,0.9929
2014-05-14,0.021,0.807,0.172,0.9974
2014-05-13,0.056,0.821,0.122,0.9805
2014-05-12,0.034,0.839,0.127,0.9927
2014-05-11,0.065,0.753,0.182,0.9957
2014-05-10,0.084,0.816,0.1,0.8957
2014-05-09,0.097,0.746,0.157,0.9821
2014-05-08,0.026,0.815,0.159,0.9964
2014-05-07,0.061,0.811,0.128,0.9881
2014-05-06,0.038,0.833,0.129,0.9933
2014-05-05,0.127,0.749,0.124,-0.7878
2014-05-04,0.032,0.796,0.172,0.9972
2014-05-03,0.026,0.782,0.192,0.9977
2014-05-02,0.036,0.85,0.114,0.9867
2014-05-01,0.046,0.84,0.114,0.9847
2014-04-30,0.056,0.809,0.134,0.989
2014-04-29,0.048,0.85,0.102,0.9744
2014-04-28,0.046,0.819,0.136,0.9908
2014-04-27,0.096,0.797,0.107,0.3089
2014-04-26,0.08,0.814,0.106,0.9389
2014-04-25,0.043,0.836,0.121,0.9889
2014-04-24,0.031,0.847,0.122,0.99
2014-04-23,0.033,0.795,0.173,0.9971
2014-04-22,0.052,0.813,0.134,0.9924
2014-04-21,0.075,0.79,0.135,0.985
2014-04-20,0.027,0.792,0.181,0.9974
2014-04-19,0.042,0.826,0.132,0.9918
2014-04-18,0.091,0.758,0.151,0.9851
2014-04-17,0.043,0.831,0.126,0.9912
2014-04-16,0.057,0.829,0.114,0.9758
2014-04-15,0.07,0.778,0.152,0.9868
2014-04-14,0.063,0.8,0.137,0.9779
2014-04-13,0.089,0.763,0.148,0.9799
2014-04-12,0.041,0.782,0.177,0.9965
2014-04-11,0.095,0.793,0.112,0.5859
2014-04-10,0.063,0.816,0.12,0.9837
2014-04-09,0.07,0.827,0.103,0.9313
2014-04-08,0.061,0.837,0.101,0.9719
2014-04-07,0.05,0.819,0.131,0.9918
2014-04-06,0.069,0.8,0.131,0.9836
2014-04-05,0.039,0.784,0.178,0.9969
2014-04-04,0.031,0.862,0.107,0.9847
2014-04-03,0.057,0.834,0.109,0.9684
2014-04-02,0.059,0.78,0.161,0.9941
2014-04-01,0.135,0.803,0.062,-0.9907
2014-03-31,0.093,0.803,0.105,0.4939
2014-03-30,0.051,0.798,0.15,0.9931
2014-03-29,0.049,0.792,0.159,0.9934
2014-03-28,0.046,0.794,0.16,0.9942
2014-03-27,0.089,0.81,0.101,0.4306
2014-03-26,0.036,0.827,0.136,0.9929
2014-03-25,0.006,0.899,0.095,0.9872
2014-03-24,0.036,0.777,0.187,0.9971
2014-03-23,0.06,0.825,0.114,0.9694
2014-03-22,0.093,0.778,0.129,0.9501
2014-03-21,0.111,0.812,0.077,-0.9442
2014-03-20,0.058,0.833,0.109,0.9517
2014-03-19,0.063,0.842,0.095,0.9155
2014-03-18,0.064,0.865,0.071,0.3164
2014-03-17,0.062,0.842,0.096,0.9442
2014-03-16,0.125,0.788,0.086,-0.9634
2014-03-15,0.139,0.741,0.12,-0.9125
2014-03-14,0.058,0.831,0.111,0.9593
2014-03-13,0.057,0.86,0.082,0.872
2014-03-12,0.077,0.807,0.115,0.9678
2014-03-11,0.04,0.814,0.146,0.9938
2014-03-10,0.116,0.783,0.101,-0.8851
2014-03-09,0.07,0.777,0.153,0.9923
2014-03-08,0.062,0.767,0.171,0.9941
2014-03-07,0.072,0.827,0.1,0.9017
2014-03-06,0.11,0.804,0.087,-0.9366
2014-03-05,0.156,0.737,0.107,-0.9874
2014-03-04,0.129,0.773,0.098,-0.9648
2014-03-03,0.092,0.747,0.161,0.9877
2014-03-02,0.139,0.75,0.111,-0.9214
2014-03-01,0.127,0.753,0.119,-0.5152
2014-02-28,0.106,0.81,0.084,-0.7433
2014-02-27,0.081,0.806,0.114,0.957
2014-02-26,0.114,0.817,0.069,-0.9666
2014-02-25,0.111,0.801,0.088,-0.8815
2014-02-24,0.073,0.843,0.083,0.6121
2014-02-23,0.066,0.817,0.117,0.9744
2014-02-22,0.055,0.827,0.118,0.9815
2014-02-21,0.055,0.782,0.162,0.995
2014-02-20,0.065,0.817,0.118,0.9661
2014-02-19,0.032,0.81,0.157,0.9969
2014-02-18,0.068,0.831,0.101,0.9274
2014-02-17,0.104,0.818,0.078,-0.9192
2014-02-16,0.081,0.796,0.123,0.9709
2014-02-15,0.081,0.793,0.126,0.969
2014-02-14,0.086,0.755,0.158,0.9917
2014-02-13,0.123,0.772,0.105,-0.8542
2014-02-12,0.126,0.744,0.13,0.2023
2014-02-11,0.107,0.749,0.144,0.9694
2014-02-10,0.108,0.761,0.132,0.8981
2014-02-09,0.105,0.731,0.164,0.9816
2014-02-08,0.07,0.812,0.118,0.9519
2014-02-07,0.136,0.719,0.146,0.6486
2014-02-06,0.13,0.756,0.114,-0.8586
2014-02-05,0.076,0.773,0.151,0.9845
2014-02-04,0.09,0.799,0.111,0.8126
2014-02-03,0.043,0.833,0.123,0.9892
2014-02-02,0.077,0.779,0.144,0.9893
2014-02-01,0.057,0.798,0.145,0.991
2014-01-31,0.022,0.865,0.113,0.99
2014-01-30,0.025,0.773,0.202,0.9977
2014-01-29,0.085,0.777,0.138,0.9812
2014-01-28,0.098,0.772,0.13,0.9601
2014-01-27,0.142,0.792,0.066,-0.9855
2014-01-26,0.06,0.785,0.156,0.9915
2014-01-25,0.042,0.812,0.146,0.9917
2014-01-24,0.039,0.809,0.152,0.9942
2014-01-23,0.062,0.836,0.102,0.9274
2014-01-22,0.038,0.814,0.148,0.9927
2014-01-21,0.045,0.798,0.157,0.9887
2014-01-20,0.032,0.848,0.12,0.9899
2014-01-19,0.08,0.785,0.136,0.9829
2014-01-18,0.075,0.759,0.166,0.9907
2014-01-17,0.039,0.794,0.167,0.9947
2014-01-16,0.062,0.781,0.157,0.9896
2014-01-15,0.103,0.757,0.14,0.9673
2014-01-14,0.053,0.848,0.1,0.9619
2014-01-13,0.042,0.866,0.091,0.9523
2014-01-12,0.075,0.814,0.111,0.9042
2014-01-11,0.074,0.801,0.126,0.9623
2014-01-10,0.05,0.788,0.162,0.9921
2014-01-09,0.076,0.821,0.104,0.8602
2014-01-08,0.079,0.797,0.123,0.9282
2014-01-07,0.075,0.727,0.198,0.9965
2014-01-06,0.064,0.779,0.157,0.9913
2014-01-05,0.067,0.764,0.169,0.9916
2014-01-04,0.038,0.86,0.102,0.9809
2014-01-03,0.076,0.805,0.119,0.9564
2014-01-02,0.074,0.746,0.18,0.9931
2014-01-01,0.09,0.795,0.115,0.9181
2013-12-31,0.096,0.782,0.122,0.8389
2013-12-30,0.085,0.723,0.191,0.9909
2013-12-29,0.109,0.771,0.12,0.7585
2013-12-28,0.077,0.763,0.16,0.99
2013-12-27,0.059,0.82,0.121,0.9842
2013-12-26,0.076,0.777,0.147,0.9887
2013-12-25,0.068,0.771,0.16,0.9906
2013-12-24,0.051,0.809,0.139,0.9882
2013-12-23,0.099,0.734,0.166,0.9843
2013-12-22,0.099,0.8,0.102,-0.3612
2013-12-21,0.083,0.777,0.14,0.9825
2013-12-20,0.074,0.793,0.132,0.9744
2013-12-19,0.091,0.787,0.122,0.9169
2013-12-18,0.14,0.732,0.127,-0.9037
2013-12-17,0.091,0.792,0.118,0.8668
2013-12-16,0.078,0.785,0.137,0.9794
2013-12-15,0.099,0.781,0.12,0.8721
2013-12-14,0.045,0.826,0.129,0.9907
2013-12-13,0.042,0.858,0.1,0.9758
2013-12-12,0.026,0.859,0.115,0.9884
2013-12-11,0.096,0.732,0.172,0.9901
2013-12-10,0.088,0.768,0.144,0.9738
2013-12-09,0.071,0.808,0.121,0.9672
2013-12-08,0.062,0.778,0.16,0.9926
2013-12-07,0.087,0.798,0.115,0.9205
2013-12-06,0.099,0.806,0.095,0.0516
2013-12-05,0.115,0.804,0.081,-0.9062
2013-12-04,0.067,0.81,0.123,0.9592
2013-12-03,0.058,0.795,0.147,0.99
2013-12-02,0.037,0.826,0.137,0.994
2013-12-01,0.103,0.736,0.161,0.9845
2013-11-30,0.068,0.775,0.157,0.9937
2013-11-29,0.033,0.834,0.134,0.9906
2013-11-28,0.087,0.778,0.135,0.9628
2013-11-27,0.054,0.809,0.136,0.9809
2013-11-26,0.074,0.814,0.112,0.936
2013-11-25,0.056,0.788,0.156,0.9925
2013-11-24,0.079,0.799,0.122,0.9657
2013-11-23,0.064,0.784,0.152,0.9926
2013-11-22,0.051,0.752,0.198,0.9966
2013-11-21,0.09,0.795,0.115,0.9274
2013-11-20,0.057,0.778,0.165,0.9929
2013-11-19,0.089,0.779,0.133,0.9107
2013-11-18,0.037,0.805,0.158,0.9931
2013-11-17,0.074,0.825,0.101,0.8769
2013-11-16,0.065,0.819,0.116,0.9753
2013-11-15,0.044,0.793,0.163,0.9953
2013-11-14,0.037,0.785,0.178,0.9956
2013-11-13,0.042,0.831,0.127,0.9892
2013-11-12,0.043,0.827,0.13,0.9894
2013-11-11,0.064,0.806,0.13,0.9844
2013-11-10,0.103,0.746,0.151,0.9814
2013-11-09,0.045,0.797,0.158,0.9954
2013-11-08,0.097,0.774,0.129,0.7967
2013-11-07,0.068,0.82,0.113,0.9584
2013-11-06,0.062,0.839,0.099,0.8074
2013-11-05,0.132,0.749,0.119,-0.6808
2013-11-04,0.073,0.778,0.149,0.9882
2013-11-03,0.091,0.809,0.101,0.8519
2013-11-02,0.028,0.828,0.143,0.9956
2013-11-01,0.021,0.83,0.149,0.9964
2013-10-31,0.008,0.9,0.092,0.9847
2013-10-30,0.071,0.77,0.159,0.9928
2013-10-29,0.07,0.783,0.147,0.9793
2013-10-28,0.058,0.855,0.087,0.8885
2013-10-27,0.065,0.777,0.158,0.9948
2013-10-26,0.033,0.842,0.125,0.9941
2013-10-25,0.033,0.844,0.123,0.9927
2013-10-24,0.052,0.822,0.126,0.9905
2013-10-23,0.058,0.82,0.121,0.9769
2013-10-22,0.083,0.762,0.155,0.9901
2013-10-21,0.067,0.796,0.137,0.988
2013-10-20,0.089,0.81,0.101,0.4145
2013-10-19,0.074,0.769,0.157,0.9906
2013-10-18,0.075,0.747,0.177,0.9939
2013-10-17,0.093,0.751,0.155,0.9791
2013-10-16,0.057,0.829,0.113,0.9805
2013-10-15,0.057,0.811,0.132,0.9904
2013-10-14,0.059,0.726,0.215,0.9974
2013-10-13,0.032,0.781,0.187,0.9975
2013-10-12,0.065,0.774,0.16,0.9948
2013-10-11,0.062,0.766,0.171,0.9962
2013-10-10,0.026,0.853,0.12,0.9942
2013-10-09,0.102,0.74,0.158,0.9703
2013-10-08,0.094,0.779,0.127,0.8993
2013-10-07,0.063,0.749,0.189,0.9963
2013-10-06,0.063,0.811,0.126,0.9844
2013-10-05,0.064,0.73,0.206,0.9971
2013-10-04,0.055,0.854,0.091,0.9576
2013-10-03,0.059,0.829,0.112,0.9821
2013-10-02,0.049,0.848,0.103,0.9819
2013-10-01,0.113,0.729,0.158,0.9618
2013-09-30,0.067,0.776,0.157,0.9896
